1953Q,1953Q,1719Q,183291Q,1802Q,1802Q,1802Q,1856Q,1856Q,1974Q,2106Q,2200Q,2223Q,222435Q,231079Q,2638Q,285939Q,3075558Q,3080867Q,3393199Q,3403545Q,3692470Q,502466Q,544791Q,723588Q,748957Q,929530Q,8394653Q,9876544D,A,AA,ADCT,AEP,AET,ALL,AMZN,AN,APC,APH,APOL,ARG,ARG,ATI,AVP,AVY,AVY,AXP,AVY,AXP,AXP,BA,BA
1974Q,1974Q,1802Q,1856Q,183291Q,183291Q,183291Q,1953Q,1958Q,202550Q,210811Q,2206Q,222435Q,2251Q,231330Q,2691Q,291784Q,3080867Q,3133754Q,3403545Q,3423152Q,41018Q,519239Q,605018Q,748957Q,764144Q,945852Q,929530Q,9876566D,AA,AAPL,ADI,AES,AFL,ALTR,AN,ANF,APD,APOL,ARG,ATI,ATI,AVB,AVY,AXP,AXP,AZO,AXP,AZO,AZO,BAC,BAC
204923Q,204923Q,183291Q,1953Q,1856Q,1856Q,1856Q,1958Q,1974Q,204923Q,210967Q,2218Q,2251Q,2269312Q,236555Q,2727195Q,2942331Q,3179Q,3253Q,3423152Q,3517233Q,4621824Q,544791Q,605555Q,8214761Q,929530Q,987200Q,945852Q,A,AAPL,ABC,ADM,AET,AGN,AMAT,ANF,ANTM,APH,ATI,ATI,AVB,AVB,AVP,AXP,AZO,AZO,BA,AZO,BA,BA,BAX,BAX
2056Q,2056Q,1856Q,1958Q,1953Q,1953Q,1953Q,1974Q,204923Q,2106Q,2168Q,2223Q,2269312Q,2282655Q,2428Q,2731112Q,2953349Q,3253Q,3277Q,3517233Q,355488Q,502466Q,605018Q,653707Q,929530Q,945852Q,9876544D,987200Q,AA,ABC,ABKFQ,ADP,AFL,AIG,AMD,ANTM,AON,APOL,AVB,AVB,AVP,AVP,AVY,AZO,BA,BA,BAC,BA,BAC,BAC,BBBY,BBBY
2106Q,2106Q,1953Q,1974Q,1958Q,1958Q,1958Q,204923Q,2106Q,210811Q,2196Q,2251Q,2282655Q,228510Q,2500Q,2745Q,2968900Q,3277Q,3286728Q,355488Q,3605818Q,544791Q,605555Q,680884Q,945852Q,987200Q,9876566D,9876544D,AAPL,ABKFQ,ABT,ADSK,AGN,AIV,AMGN,AON,APA,ATI,AVP,AVP,AVY,AVY,AXP,BA,BAC,BAC,BAX,BAC,BAX,BAX,BBT,BBT
210811Q,210811Q,1958Q,204923Q,1974Q,1974Q,1974Q,2106Q,210811Q,210967Q,2200Q,2269312Q,228510Q,2288005Q,253647Q,2755Q,2972Q,3286728Q,329556Q,3605818Q,3621240Q,605018Q,653707Q,723588Q,987200Q,9876544D,A,9876566D,ABC,ABT,ADBE,AEE,AIG,ALL,AMP,APA,APC,AVB,AVY,AVY,AXP,AXP,AZO,BAC,BAX,BAX,BBBY,BAX,BBBY,BBBY,BBY,BBY
210967Q,210967Q,1974Q,2056Q,204923Q,204923Q,204923Q,210811Q,210967Q,2196Q,2206Q,2282655Q,2288005Q,231079Q,263179Q,2770014Q,297504Q,329556Q,3301Q,3621240Q,3692470Q,605555Q,677004Q,748957Q,9876544D,9876566D,AA,A,ABKFQ,ADBE,ADCT,AEP,AIV,ALTR,AMZN,APC,APD,AVP,AXP,AXP,AYE,AYE,BA,BAX,BBBY,BBBY,BBT,BBBY,BBT,BBT,BCR,BCR
2196Q,2196Q,204923Q,2106Q,2056Q,2106Q,2106Q,210967Q,2196Q,2200Q,2218Q,228510Q,231079Q,231330Q,2638Q,285939Q,2999130Q,3301Q,3346Q,3692470Q,41018Q,653707Q,680884Q,8214761Q,9876566D,A,AAPL,AA,ABT,ADCT,ADI,AES,ALL,AMAT,AN,APD,APOL,AVY,AYE,AYE,AZO,AZO,BAC,BBBY,BBT,BBT,BBY,BBT,BBY,BBY,BDX,BDX
2200Q,2200Q,2056Q,210811Q,2106Q,210811Q,210811Q,2196Q,2200Q,2206Q,2223Q,2288005Q,231330Q,236555Q,2691Q,291784Q,300583Q,3346Q,3393199Q,41018Q,502466Q,677004Q,723588Q,929530Q,A,AA,ABC,AAPL,ADBE,ADI,ADM,AET,ALTR,AMD,ANF,APOL,ASH,AXP,AZO,AZO,BA,BA,BAX,BBT,BBY,BBY,BCR,BBY,BCR,BCR,BEN,BEN
2206Q,2206Q,2106Q,210967Q,210811Q,210967Q,210967Q,2200Q,2206Q,2218Q,2251Q,231079Q,236555Q,2428Q,2727195Q,2953349Q,3022239Q,3393199Q,3403545Q,45200Q,544791Q,680884Q,748957Q,945852Q,AA,AAMRQ,ABKFQ,ABC,ADCT,ADM,ADP,AFL,AMAT,AMGN,ANTM,ASH,ATI,AYE,BA,BA,BAC,BAC,BBBY,BBY,BCR,BCR,BDX,BCR,BDX,BDX,BF_B,BF_B
2218Q,2218Q,210811Q,2196Q,210967Q,2196Q,2196Q,2206Q,2218Q,2223Q,2269312Q,231330Q,2428Q,2500Q,2731112Q,2964Q,3026360Q,3403545Q,3423152Q,502466Q,605018Q,723588Q,8214761Q,987200Q,AAMRQ,AAPL,ABT,ABKFQ,ADI,ADP,ADSK,AGN,AMD,AMP,AON,ATI,AVB,AZO,BAC,BAC,BAX,BAX,BBT,BCR,BDX,BDX,BEAM,BDX,BEN,BEN,BHI,BHI
2223Q,2223Q,210967Q,2200Q,2196Q,2200Q,2200Q,2218Q,2223Q,2251Q,2282655Q,236555Q,2500Q,253647Q,2745Q,2968900Q,304024Q,3423152Q,3459Q,544791Q,605555Q,739306Q,929530Q,9876544D,AAPL,ABC,ADBE,ABT,ADM,ADSK,AEE,AIG,AMGN,AMZN,APA,AVB,AVP,BA,BAX,BAX,BBBY,BBBY,BBY,BDX,BEAM,BEAM,BEN,BEAM,BF_B,BF_B,BIIB,BIIB
2245Q,2245Q,2196Q,2206Q,2200Q,2206Q,2206Q,2223Q,2245Q,2269312Q,2288005Q,2428Q,253647Q,263179Q,2755Q,2972Q,3054Q,3459Q,3517233Q,571300Q,653707Q,748957Q,945852Q,9876566D,ABC,ABKFQ,ADCT,ADBE,ADP,AEE,AEP,AIV,AMP,AN,APC,AVP,AVY,BAC,BBBY,BBBY,BBT,BBT,BCR,BEAM,BEN,BEN,BF_B,BEN,BHI,BHI,BK,BK
2246800Q,2251Q,2200Q,2218Q,2206Q,2218Q,2218Q,2245Q,2251Q,2282655Q,231079Q,2500Q,263179Q,2638Q,2770014Q,297504Q,3075558Q,3517233Q,3546Q,605555Q,677004Q,8214761Q,950967Q,A,ABKFQ,ABT,ADI,ADCT,ADSK,AEP,AES,ALL,AMZN,ANTM,APD,AVY,AW,BAX,BBT,BBT,BBY,BBY,BDX,BEN,BF_B,BF_B,BHI,BF_B,BIIB,BIIB,BLK,BLK
2251Q,2254Q,2206Q,2223Q,2218Q,2223Q,2223Q,2251Q,2254Q,2288005Q,231330Q,253647Q,2638Q,2691Q,2822069Q,2999130Q,3080867Q,3546Q,355488Q,653707Q,680884Q,89236Q,987200Q,AA,ABT,ADBE,ADM,ADI,AEE,AES,AET,ALTR,AN,AON,APOL,AW,AXP,BBBY,BBY,BBY,BCR,BCR,BEAM,BF_B,BHI,BHI,BIIB,BHI,BK,BK,BLL,BLL
2254Q,2269312Q,2218Q,2245Q,2223Q,2245Q,2245Q,2254Q,2269312Q,231079Q,236555Q,263179Q,2691Q,2727195Q,285939Q,300583Q,3179Q,355488Q,3605818Q,667517Q,68335Q,929530Q,9876566D,AAMRQ,ABX,ADCT,ADP,ADM,AEP,AET,AFL,AMAT,ANDW,APA,ASH,AXP,AYE,BBT,BCR,BCR,BDX,BDX,BEN,BHI,BIG,BIG,BK,BIIB,BLK,BLK,BMY,BMY
2269312Q,2282655Q,2223Q,2251Q,2245Q,2251Q,2251Q,2269312Q,2282655Q,231330Q,2428Q,2638Q,2727195Q,2731112Q,291784Q,3022239Q,3253Q,3605818Q,3621240Q,677004Q,723588Q,945852Q,A,AAPL,ADBE,ADI,ADSK,ADP,AES,AFL,AGN,AMCC,ANTM,APC,ATI,AYE,AZO,BBY,BDK,BDK,BEAM,BEAM,BF_B,BIG,BIIB,BIIB,BLK,BK,BLL,BLL,BRCM,BRCM
2282655Q,231079Q,2245Q,2254Q,2251Q,2254Q,2254Q,2282655Q,2288005Q,236555Q,2500Q,2691Q,2731112Q,2745Q,2953349Q,3026360Q,3277Q,3621240Q,363096Q,680884Q,739306Q,950967Q,AA,ABC,ADCT,ADM,AEE,ADSK,AET,AGN,AIG,AMD,AON,APD,AVB,AZO,BA,BCR,BDX,BDX,BEN,BEN,BHI,BIIB,BK,BK,BLL,BLK,BMS,BMY,BRK_B,BRK_B
231079Q,231330Q,2251Q,2269312Q,2254Q,2269312Q,2269312Q,2288005Q,231079Q,2428Q,253647Q,2727195Q,2745Q,2755Q,2964Q,304024Q,3286728Q,363096Q,3692470Q,68335Q,748957Q,987200Q,AAMRQ,ABKFQ,ADI,ADP,AEP,AEE,AFL,AIG,AIV,AMGN,APA,APOL,AVP,BA,BAC,BDK,BEAM,BEAM,BF_B,BF_B,BIG,BK,BLK,BLK,BMC,BLL,BMY,BRCM,BSX,BSX
231330Q,2340361Q,2254Q,2282655Q,2269312Q,2282655Q,2282655Q,231079Q,231330Q,2500Q,2576Q,2731112Q,2746Q,2770014Q,2972Q,3054Q,329556Q,3692470Q,375573Q,723588Q,8214761Q,9876566D,AAPL,ABT,ADM,ADSK,AES,AEP,AGN,AIV,ALL,AMP,APC,ASH,AVY,BAC,BAX,BDX,BEN,BEN,BHI,BHI,BIIB,BLK,BLL,BLL,BMS,BMS,BRCM,BRK_B,BWA,BWA
2340361Q,236555Q,2269312Q,231079Q,2282655Q,231079Q,2292198Q,231330Q,236555Q,253647Q,263179Q,2745Q,2755Q,2822069Q,297504Q,3080867Q,3301Q,375573Q,3891289Q,739306Q,929530Q,A,ABKFQ,ABX,ADP,AEE,AET,AES,AIG,ALL,ALTR,AMZN,APD,ATI,AW,BAX,BBBY,BEAM,BF_B,BF_B,BIG,BIG,BK,BLL,BMC,BMC,BMY,BMY,BRK_B,BSX,BXLT,BXLT
236555Q,2428Q,2282655Q,231330Q,231079Q,231330Q,231079Q,236555Q,2428Q,2576Q,2638Q,2746Q,2770014Q,285939Q,2999130Q,3147Q,3346Q,3891289Q,390297Q,748957Q,945852Q,AA,ABT,ADBE,ADSK,AEP,AFL,AET,AIV,ALTR,AMAT,AN,APOL,AVP,AXP,BBBY,BBT,BEN,BHI,BHI,BIIB,BIIB,BLK,BMC,BMS,BMS,BRCM,BRCM,BSX,BWA,BXP,BXP
2428Q,2500Q,231079Q,2340361Q,231330Q,2340361Q,231330Q,2428Q,2500Q,263179Q,2691Q,2755Q,2822069Q,291784Q,300583Q,3179Q,3393199Q,390297Q,41018Q,8214761Q,950967Q,AAMRQ,ABX,ADCT,AEE,AES,AGN,AFL,ALL,AMAT,AMCC,ANDW,ASH,AVY,AYE,BBT,BBY,BF_B,BIG,BIG,BK,BK,BLL,BMS,BMY,BMY,BRK_B,BRK_B,BTU,BXP,C,C
2500Q,253647Q,231330Q,236555Q,2340361Q,236555Q,2340361Q,2500Q,253647Q,2638Q,2727195Q,2770014Q,285939Q,2953349Q,3022239Q,3253Q,3459Q,399463Q,45200Q,827663Q,987200Q,AAPL,ADBE,ADI,AEP,AET,AIG,AGN,ALTR,AMCC,AMD,ANTM,ATI,AW,AZO,BBY,BCR,BHI,BIIB,BIIB,BLL,BLL,BMC,BMY,BRCM,BRCM,BSX,BSX,BWA,C,CA,CA
253647Q,2576Q,2340361Q,2428Q,236555Q,2428Q,236555Q,253647Q,2576Q,2650Q,2731112Q,2784Q,291784Q,2964Q,3026360Q,3277Q,3517233Q,41018Q,502466Q,929530Q,9876566D,ABKFQ,ADCT,ADM,AES,AFL,AIV,AIG,AMAT,AMD,AMGN,AON,AVP,AXP,BA,BC,BDK,BIG,BJS,BJS,BMC,BMC,BMS,BRCM,BRK_B,BRK_B,BTU,BTU,BXP,CA,CAG,CAG
2576Q,2603Q,236555Q,2500Q,2428Q,2500Q,2428Q,2576Q,263179Q,2691Q,2745Q,2822069Q,2964Q,2972Q,304024Q,3286728Q,3546Q,45200Q,544791Q,945852Q,A,ABT,ADI,ADP,AET,AGN,ALL,AIV,AMCC,AMGN,AN,APA,AVY,AYE,BAC,BCR,BDX,BIIB,BK,BK,BMS,BMS,BMY,BRK_B,BSX,BSX,BWA,BWA,C,CAG,CAH,CAH
2603Q,263179Q,2428Q,253647Q,2500Q,253647Q,2500Q,263179Q,2638Q,2727195Q,2746Q,285939Q,2972Q,297504Q,3054Q,329556Q,3605818Q,544791Q,571300Q,950967Q,AA,ABX,ADM,ADSK,AFL,AIG,ALTR,ALL,AMD,AN,ANDW,APC,AW,AZO,BAX,BDK,BEAM,BJS,BLL,BLL,BMY,BMY,BRCM,BSX,BTU,BTU,BXP,BXP,CA,CAH,CAM,CAM
2638Q,2638Q,2500Q,2576Q,253647Q,2576Q,253647Q,2638Q,2650Q,2731112Q,2755Q,291784Q,297504Q,2999130Q,3080867Q,3301Q,3619382Q,548227Q,605555Q,987200Q,AAMRQ,ADBE,ADP,AEE,AGN,ALL,AMAT,ALTR,AMGN,ANDW,ANTM,APD,AXP,BA,BBBY,BDX,BEN,BK,BMC,BMC,BRCM,BRCM,BRK_B,BTU,BWA,BWA,C,C,CAG,CAM,CAT,CAT
2650Q,2650Q,253647Q,2603Q,2576Q,2603Q,2576Q,2650Q,2691Q,2745Q,2770014Q,2972Q,2999130Q,300583Q,3147596Q,3346Q,3621240Q,571300Q,653707Q,9876566D,AAPL,ADCT,ADSK,AEP,AIG,ALTR,AMCC,AMAT,AN,ANTM,AON,APOL,AYE,BAC,BBT,BEAM,BF_B,BLL,BMS,BMS,BRK_B,BRK_B,BSX,BWA,BXP,BXP,CA,CA,CAH,CAT,CB,CB
2683Q,2691Q,2576Q,263179Q,2603Q,263179Q,2603Q,2691Q,2727195Q,2746Q,2784Q,297504Q,300583Q,3022239Q,3147Q,3393199Q,363096Q,605555Q,667517Q,AA,ABT,ADI,AEE,AES,ALL,AMAT,AMD,AMCC,ANDW,AON,APA,ASH,AZO,BAX,BBY,BEN,BHI,BMC,BMY,BMY,BSX,BSX,BTU,BXP,C,C,CAG,CAG,CAM,CB,CBG,CBG
2691Q,2727195Q,2603Q,2638Q,263179Q,2638Q,263179Q,2727195Q,2731112Q,2755Q,279776Q,2987Q,3022239Q,3026360Q,3179Q,3459Q,3692470Q,611647Q,677004Q,AAMRQ,ABX,ADM,AEP,AET,ALTR,AMCC,AMGN,AMD,ANTM,APA,APC,ATI,BA,BBBY,BC,BF_B,BIG,BMS,BNI,BNI,BTU,BTU,BXP,C,CA,CA,CAH,CAH,CAT,CBG,CBS,CBS
2727195Q,2731112Q,263179Q,2650Q,2638Q,2650Q,2638Q,2731112Q,2745Q,2770014Q,2822069Q,2999130Q,3026360Q,304024Q,3253Q,3517233Q,370506Q,653707Q,680884Q,AAPL,ACKH,ADP,AES,AFL,AMAT,AMD,AN,AMGN,AON,APC,APD,AVP,BAC,BBT,BCR,BHI,BIIB,BMY,BRCM,BRCM,BXP,BXP,C,CA,CAG,CAG,CAM,CAM,CB,CBS,CCE,CCE
2731112Q,2746Q,2638Q,2691Q,2650Q,2691Q,2650Q,2746Q,2746Q,2784Q,291784Q,300583Q,304024Q,3054Q,3277Q,3520842Q,375573Q,667517Q,68335Q,ABT,ADBE,ADSK,AET,AGN,AMCC,AMGN,ANDW,AN,APA,APD,APOL,AVY,BAX,BBY,BDK,BIG,BJS,BNI,BSX,BSX,C,C,CA,CAG,CAH,CAH,CAT,CAT,CBG,CCE,CCI,CCI
2746Q,2755Q,2650Q,2727195Q,2691Q,2727195Q,2691Q,2755Q,2755Q,279776Q,2972Q,3022239Q,3054Q,3080867Q,3286728Q,3546Q,3891289Q,677004Q,723588Q,ABX,ADCT,AEE,AFL,AIG,AMD,ANDW,ANTM,ANDW,APC,APOL,ASH,AW,BBBY,BC,BDX,BIIB,BK,BRCM,BTU,BTU,CA,CA,CAG,CAH,CAM,CAM,CB,CB,CBS,CCI,CCL,CCL
2755Q,2770014Q,2691Q,2731112Q,2727195Q,2731112Q,2727195Q,2770014Q,2770014Q,2822069Q,297504Q,3026360Q,3080867Q,3147596Q,329556Q,3605818Q,390297Q,680884Q,739306Q,ACKH,ADI,AEP,AGN,ALL,AMGN,ANTM,AON,ANTM,APD,ASH,ATI,AXP,BBT,BCR,BEAM,BJS,BLL,BSX,BXP,BXP,CAG,CAG,CAH,CAM,CAT,CAT,CBG,CBG,CCE,CCL,CELG,CELG
2770014Q,2784Q,2727195Q,2746Q,2731112Q,2746Q,2731112Q,2784Q,2784Q,291784Q,2987Q,304024Q,3147596Q,3147Q,3346Q,3619382Q,399463Q,68335Q,748957Q,ADBE,ADM,AES,AIG,ALTR,ANDW,AON,APA,AON,APOL,ATI,AVP,AYE,BBY,BDK,BEN,BK,BMC,BTU,C,C,CAH,CAH,CAM,CAT,CB,CB,CBS,CBS,CCI,CELG,CERN,CERN
2784Q,279776Q,2731112Q,2755Q,2746Q,2755Q,2746Q,279776Q,279776Q,2972Q,2999130Q,3054Q,3147Q,316419Q,334702Q,3621240Q,41018Q,723588Q,8214761Q,ADCT,ADP,AET,ALL,AMAT,AON,APA,APC,APA,ASH,AVP,AVY,AZO,BC,BDX,BF_B,BLL,BMS,BXP,CA,CA,CAM,CAM,CAT,CB,CBE,CBG,CCE,CCE,CCL,CERN,CF,CF
279776Q,2822069Q,2746Q,2770014Q,2755Q,2770014Q,2755Q,2822069Q,2822069Q,297504Q,300583Q,3080867Q,316419Q,3253Q,3393199Q,363096Q,45200Q,739306Q,827663Q,ADI,ADSK,AFL,ALTR,AMCC,APA,APC,APD,APC,ATI,AVY,AW,BA,BCR,BEAM,BHI,BMC,BMY,C,CAG,CAG,CAT,CAT,CB,CBE,CBG,CBS,CCI,CCI,CELG,CF,CHK,CHK
2822069Q,291784Q,2755Q,2784Q,2770014Q,2784Q,2770014Q,291784Q,291784Q,2987Q,3022239Q,3147596Q,3253Q,3277Q,3459Q,3692470Q,45861Q,748957Q,929530Q,ADM,AEE,AGN,AMAT,AMD,APC,APD,APOL,APD,AVP,AW,AXP,BAC,BDK,BEN,BIG,BMS,BNI,CA,CAH,CAH,CBG,CB,CBG,CBG,CBS,CCE,CCL,CCL,CERN,CFN,CHRW,CHRW
291784Q,292356Z,2770014Q,279776Q,2784Q,279776Q,2784Q,2972Q,2972Q,2999130Q,3026360Q,3147Q,3277Q,3286728Q,3517233Q,370506Q,504369Q,8214761Q,93916Q,ADP,AEP,AIG,AMCC,AMGN,APD,APOL,ASH,APOL,AVY,AXP,AYE,BAX,BDX,BF_B,BIIB,BMY,BRCM,CAG,CAM,CAM,CBS,CBG,CBS,CBS,CCE,CCI,CELG,CELG,CF,CHK,CI,CI
292356Z,2972Q,2784Q,2822069Q,279776Q,2822069Q,279776Q,297504Q,297504Q,300583Q,304024Q,316419Q,3286728Q,329556Q,3520842Q,375573Q,544791Q,827663Q,945852Q,ADSK,AES,ALL,AMD,ANDW,APOL,ASH,ATI,ASH,AW,AYE,AZO,BBBY,BEAM,BHI,BJS,BNI,BRL,CAH,CAT,CAT,CCE,CBS,CCE,CCE,CCI,CCL,CERN,CERN,CFN,CHRW,CINF,CINF
2972Q,297504Q,279776Q,291784Q,2822069Q,291784Q,2822069Q,2987Q,2987Q,3022239Q,3054Q,3253Q,329556Q,3346Q,3546Q,3891289Q,571300Q,841273Q,950967Q,AEE,AFL,ALTR,AMGN,AON,ASH,ATI,AVP,ATI,AWE,AZO,BA,BBT,BEN,BIG,BK,BRCM,BSX,CAM,CBE,CBG,CCL,CCE,CCL,CCL,CCL,CELG,CF,CF,CHK,CI,CL,CL
297504Q,2987Q,2822069Q,292356Z,291784Q,2972Q,291784Q,2999130Q,2999130Q,3026360Q,3080867Q,3277Q,3346Q,334702Q,3605818Q,399463Q,605555Q,896661Q,987200Q,AEP,AFS,AMAT,ANDW,APA,ATI,AVP,AVY,AVP,AXP,BA,BAC,BBY,BF_B,BIIB,BLL,BRL,BTU,CAT,CBG,CBS,CEG,CCL,CEG,CEG,CELG,CERN,CFN,CFN,CHRW,CINF,CLX,CLX
2987Q,2999130Q,291784Q,2972Q,2972Q,297504Q,2972Q,300583Q,300583Q,304024Q,3147596Q,3286728Q,334702Q,3393199Q,3619382Q,41018Q,611647Q,929530Q,9876566D,AES,AGN,AMCC,AON,APC,AVP,AVY,AW,AVY,AYE,BAC,BAX,BC,BHI,BJS,BMC,BSX,BXP,CBE,CBS,CCE,CELG,CEG,CELG,CELG,CERN,CF,CHK,CHK,CI,CL,CMA,CMA
2999130Q,300583Q,292356Z,297504Q,297504Q,2987Q,297504Q,3022239Q,3022239Q,3054Q,316419Q,329556Q,3393199Q,3459Q,3621240Q,45200Q,653707Q,93916Q,AA,AFL,AIG,AMD,APA,APD,AVY,AW,AWE,AW,AZO,BAX,BBBY,BCR,BIG,BK,BMS,BTU,C,CBG,CCE,CCL,CEPH,CELG,CEPH,CERN,CF,CFN,CHRW,CHRW,CINF,CLX,CMCSA,CMCSA
300583Q,3022239Q,2972Q,2987Q,2987Q,2999130Q,2987Q,3026360Q,3026360Q,3080867Q,3253Q,3346Q,3459Q,3517233Q,363096Q,45861Q,667517Q,945852Q,AAMRQ,AFS,ALL,AMGN,APC,ASH,AW,AWE,AXP,AWE,BA,BBBY,BBT,BDK,BIIB,BLL,BMY,BXP,CA,CBS,CCL,CEG,CERN,CEPH,CERN,CF,CFN,CHK,CI,CI,CL,CMA,CME,CME
3022239Q,3026360Q,297504Q,2999130Q,2999130Q,300583Q,2999130Q,304024Q,304024Q,3147596Q,3277Q,334702Q,3517233Q,3520842Q,3692470Q,504369Q,677004Q,950967Q,AAPL,AGN,ALTR,ANDW,APD,ATI,AWE,AXP,AYE,AXP,BAC,BBT,BBY,BDX,BJS,BLS,BNI,C,CAG,CCE,CEG,CELG,CF,CERN,CF,CFN,CHK,CHRW,CINF,CINF,CLX,CMCSA,CMG,CMG
3026360Q,304024Q,2987Q,300583Q,300583Q,3022239Q,300583Q,3054Q,3054Q,316419Q,3286728Q,3393199Q,3520842Q,3605818Q,370506Q,544791Q,680884Q,968734Q,ABT,AIG,AMAT,AON,ASH,AVP,AXP,AYE,AZO,AYE,BAX,BBY,BC,BEAM,BK,BMC,BOL,CA,CAH,CCL,CELG,CEPH,CFN,CF,CFN,CHK,CHRW,CI,CL,CL,CMA,CME,CMI,CMI
304024Q,3054Q,2999130Q,3022239Q,3022239Q,3026360Q,3022239Q,3080867Q,3080867Q,3253Q,329556Q,3459Q,3605818Q,3619382Q,375573Q,571300Q,68335Q,987200Q,ABX,ALL,AMD,APA,ATI,AVY,AYE,AZO,BA,AZO,BBBY,BC,BCR,BEN,BLL,BMS,BRCM,CAG,CAM,CEG,CEPH,CF,CHK,CFN,CHK,CHRW,CI,CINF,CLF,CLF,CMCSA,CMG,CMS,CMS
3054Q,3080867Q,300583Q,3026360Q,3026360Q,304024Q,3026360Q,3147596Q,3147596Q,3277Q,334702Q,3517233Q,3619382Q,3621240Q,3891289Q,605555Q,69895Q,9876566D,ACKH,AMAT,AMGN,APC,AVP,AW,AZO,BA,BAC,BA,BBT,BCR,BDK,BF_B,BLS,BMY,BRL,CAH,CAT,CELG,CF,CFN,CHRW,CHK,CHRW,CI,CINF,CL,CLX,CLX,CME,CMI,CNP,CNP
3080867Q,3123863Q,3022239Q,304024Q,304024Q,3054Q,304024Q,316419Q,316419Q,3286728Q,3393199Q,3520842Q,3621240Q,363096Q,399463Q,611647Q,723588Q,AA,ADBE,AMD,ANDW,APD,AVY,AWE,BA,BAC,BAX,BAC,BBY,BDK,BDX,BHI,BMC,BNI,BSX,CAT,CB,CEPH,CHK,CHK,CI,CHRW,CI,CINF,CL,CLF,CMA,CMA,CMG,CMS,CNX,CNX
3123863Q,3147596Q,3026360Q,3054Q,3054Q,3080867Q,3054Q,3253Q,3253Q,329556Q,3459Q,3605818Q,363096Q,3692470Q,41018Q,62553Q,739306Q,AAMRQ,ADM,AMGN,AON,ARB,AW,AXP,BAC,BAX,BBBY,BAX,BC,BDX,BEAM,BIG,BMS,BOL,BTU,CB,CBE,CF,CHRW,CHRW,CINF,CI,CINF,CL,CLF,CLX,CMCSA,CMCSA,CMI,CNP,COF,COF
3147596Q,316419Q,304024Q,3080867Q,3080867Q,3147596Q,3080867Q,3277Q,3277Q,334702Q,3517233Q,3619382Q,3692470Q,370506Q,45200Q,653707Q,748957Q,AAPL,ADP,ANDW,APA,ASH,AXP,AYE,BAX,BBBY,BBT,BBBY,BCR,BEAM,BEN,BIIB,BMY,BRCM,BXP,CBE,CBG,CHK,CI,CI,CL,CINF,CL,CLF,CLX,CMA,CME,CME,CMS,CNX,COG,COG
316419Q,3253Q,3054Q,3147596Q,3147596Q,316419Q,3147596Q,3286728Q,3286728Q,3393199Q,3520842Q,3621240Q,370506Q,375573Q,45861Q,667517Q,8214761Q,ABT,ADSK,AON,APC,ATI,AYE,AZO,BBBY,BBT,BBY,BBT,BDK,BEN,BF_B,BJS,BNI,BRL,C,CBG,CBS,CHRW,CIEN,CINF,CLF,CL,CLF,CLX,CMA,CMCSA,CMG,CMG,CNP,COF,COH,COH
3253Q,3277Q,3080867Q,316419Q,316419Q,3253Q,316419Q,329556Q,329556Q,3459Q,3605818Q,363096Q,375573Q,3891289Q,504369Q,677004Q,827663Q,ABX,AEE,APA,APD,AVP,AZO,BA,BBT,BBY,BC,BBY,BDX,BF_B,BHI,BK,BOL,BSX,CA,CBH,CCE,CI,CINF,CL,CLX,CLF,CLX,CMA,CMCSA,CME,CMI,CMI,CNX,COG,COL,COL
3277Q,3286728Q,3147596Q,3253Q,3253Q,3277Q,3253Q,334702Q,334702Q,3517233Q,3619382Q,3692470Q,3891289Q,399463Q,544791Q,680884Q,841273Q,ACKH,AEP,APC,ARB,AVY,BA,BAC,BBY,BC,BCR,BC,BEAM,BHI,BIG,BLL,BRCM,BTU,CAG,CBS,CCL,CIEN,CITGQ,CLF,CMA,CLX,CMA,CMCSA,CME,CMG,CMS,CMS,COF,COH,COP,COP
3286728Q,329556Q,316419Q,3277Q,3277Q,3286728Q,3277Q,3393199Q,3393199Q,3520842Q,3621240Q,370506Q,399463Q,41018Q,571300Q,68335Q,896661Q,ADBE,AES,APD,ASH,AW,BAC,BAX,BC,BCR,BDK,BCR,BEN,BIG,BIIB,BLS,BRL,BXP,CAH,CCE,CEG,CINF,CL,CLX,CMCSA,CMA,CMCSA,CME,CMG,CMI,CNP,CNP,COG,COL,COST,COST
329556Q,334702Q,3253Q,3286728Q,3286728Q,329556Q,3286728Q,3459Q,3459Q,3605818Q,363096Q,375573Q,41018Q,45200Q,605555Q,69895Q,929530Q,ADM,AFL,ARB,ATI,AXP,BAX,BBBY,BCR,BDK,BDX,BDK,BF_B,BIIB,BJS,BMC,BSX,C,CAT,CCL,CELG,CITGQ,CLX,CMA,CME,CMCSA,CME,CMG,CMI,CMS,CNX,CNX,COH,COP,CPB,CPB
334702Q,3393199Q,3277Q,329556Q,329556Q,334702Q,329556Q,3517233Q,3517233Q,3619382Q,3692470Q,3891289Q,45200Q,45861Q,611647Q,723588Q,93916Q,ADP,AFS,ASH,AVP,AYE,BBBY,BBT,BDK,BDX,BEAM,BDX,BHI,BJS,BK,BMS,BXP,CA,CB,CCTYQ,CHK,CL,CMA,CMCSA,CMI,CME,CMG,CMI,CMS,CNP,COF,COF,COL,COST,CRM,CRM
